umur_alat,jam_operasional,kondisi_terakhir,jumlah_perbaikan,lokasi_operasi,jenis_alat,label_risiko
21,5704,Rusak,8,Risiko Rendah,Wheel Loader,Risiko Tinggi
19,7583,Dalam Perbaikan,0,Risiko Rendah,Backhoe Loader,Risiko Tinggi
1,6941,Dalam Perbaikan,9,Risiko Sedang,Bulldozer,Risiko Tinggi
26,7205,Rusak,1,Risiko Rendah,Excavator,Risiko Tinggi
21,7586,Baik,10,Risiko Tinggi,Compactor,Risiko Tinggi
13,5681,Rusak,2,Risiko Rendah,Bulldozer,Risiko Tinggi
6,2219,Dalam Perbaikan,7,Risiko Sedang,Motor Grader,Risiko Rendah
21,5001,Dalam Perbaikan,0,Risiko Tinggi,Bulldozer,Risiko Tinggi
4,4095,Dalam Perbaikan,1,Risiko Tinggi,Compactor,Risiko Rendah
15,3430,Baik,8,Risiko Rendah,Motor Grader,Risiko Tinggi
23,4343,Baik,9,Risiko Sedang,Dump Truck,Risiko Tinggi
10,1796,Rusak,10,Risiko Tinggi,Motor Grader,Risiko Sedang
18,434,Baik,1,Risiko Rendah,Wheel Loader,Risiko Tinggi
11,1444,Baik,10,Risiko Rendah,Excavator,Risiko Rendah
6,2983,Rusak,3,Risiko Sedang,Compactor,Risiko Rendah
16,5052,Rusak,0,Risiko Rendah,Excavator,Risiko Tinggi
9,1440,Baik,0,Risiko Sedang,Dump Truck,Risiko Rendah
23,580,Baik,7,Risiko Tinggi,Lainnya,Risiko Tinggi
16,3432,Baik,10,Risiko Sedang,Motor Grader,Risiko Tinggi
2,902,Rusak,3,Risiko Rendah,Motor Grader,Risiko Rendah
3,3379,Baik,6,Risiko Rendah,Backhoe Loader,Risiko Rendah
11,4793,Rusak,0,Risiko Sedang,Bulldozer,Risiko Sedang
20,7601,Dalam Perbaikan,7,Risiko Rendah,Forklift,Risiko Tinggi
15,1117,Rusak,3,Risiko Tinggi,Crane,Risiko Tinggi
18,1656,Rusak,2,Risiko Rendah,Lainnya,Risiko Tinggi
25,2298,Baik,1,Risiko Sedang,Wheel Loader,Risiko Tinggi
13,1402,Rusak,3,Risiko Sedang,Lainnya,Risiko Tinggi
21,6467,Dalam Perbaikan,9,Risiko Rendah,Lainnya,Risiko Tinggi
9,7004,Baik,1,Risiko Sedang,Dump Truck,Risiko Tinggi
11,7063,Baik,9,Risiko Sedang,Wheel Loader,Risiko Tinggi
18,118,Dalam Perbaikan,6,Risiko Tinggi,Motor Grader,Risiko Tinggi
19,2681,Rusak,9,Risiko Rendah,Lainnya,Risiko Tinggi
22,7485,Dalam Perbaikan,0,Risiko Sedang,Excavator,Risiko Tinggi
25,3855,Dalam Perbaikan,8,Risiko Rendah,Forklift,Risiko Tinggi
10,3230,Rusak,1,Risiko Sedang,Wheel Loader,Risiko Sedang
19,680,Dalam Perbaikan,0,Risiko Tinggi,Forklift,Risiko Tinggi
20,1087,Rusak,4,Risiko Rendah,Backhoe Loader,Risiko Tinggi
26,3930,Dalam Perbaikan,4,Risiko Rendah,Wheel Loader,Risiko Tinggi
8,6121,Dalam Perbaikan,0,Risiko Sedang,Wheel Loader,Risiko Tinggi
2,1135,Dalam Perbaikan,6,Risiko Rendah,Crane,Risiko Rendah
6,3803,Dalam Perbaikan,10,Risiko Rendah,Backhoe Loader,Risiko Sedang
14,7319,Dalam Perbaikan,5,Risiko Tinggi,Excavator,Risiko Tinggi
17,3488,Rusak,9,Risiko Tinggi,Lainnya,Risiko Tinggi
1,1696,Dalam Perbaikan,1,Risiko Tinggi,Crane,Risiko Rendah
3,7636,Baik,8,Risiko Tinggi,Crane,Risiko Tinggi
25,909,Rusak,5,Risiko Sedang,Lainnya,Risiko Tinggi
25,2994,Rusak,2,Risiko Tinggi,Dump Truck,Risiko Tinggi
4,548,Dalam Perbaikan,3,Risiko Rendah,Crane,Risiko Rendah
19,4420,Baik,10,Risiko Sedang,Lainnya,Risiko Tinggi
4,1718,Dalam Perbaikan,3,Risiko Sedang,Crane,Risiko Rendah
18,4125,Dalam Perbaikan,6,Risiko Sedang,Excavator,Risiko Tinggi
24,3054,Rusak,7,Risiko Sedang,Dump Truck,Risiko Tinggi
10,6795,Baik,7,Risiko Tinggi,Dump Truck,Risiko Tinggi
5,6761,Dalam Perbaikan,4,Risiko Sedang,Lainnya,Risiko Tinggi
15,6552,Dalam Perbaikan,1,Risiko Rendah,Wheel Loader,Risiko Tinggi
24,656,Rusak,2,Risiko Sedang,Backhoe Loader,Risiko Tinggi
23,1349,Rusak,1,Risiko Tinggi,Bulldozer,Risiko Tinggi
11,1232,Baik,8,Risiko Tinggi,Excavator,Risiko Sedang
17,3412,Dalam Perbaikan,8,Risiko Rendah,Wheel Loader,Risiko Tinggi
15,3441,Rusak,10,Risiko Rendah,Compactor,Risiko Tinggi
20,515,Baik,3,Risiko Tinggi,Crane,Risiko Tinggi
13,4740,Rusak,10,Risiko Tinggi,Crane,Risiko Tinggi
11,4860,Dalam Perbaikan,8,Risiko Tinggi,Wheel Loader,Risiko Sedang
12,2491,Dalam Perbaikan,2,Risiko Sedang,Bulldozer,Risiko Rendah
1,2129,Baik,7,Risiko Sedang,Compactor,Risiko Rendah
2,6926,Baik,2,Risiko Sedang,Compactor,Risiko Tinggi
12,7833,Baik,9,Risiko Rendah,Dump Truck,Risiko Tinggi
17,1493,Baik,10,Risiko Rendah,Bulldozer,Risiko Tinggi
19,957,Baik,5,Risiko Tinggi,Bulldozer,Risiko Tinggi
12,2133,Rusak,2,Risiko Rendah,Dump Truck,Risiko Rendah
4,284,Dalam Perbaikan,5,Risiko Sedang,Bulldozer,Risiko Rendah
15,3673,Dalam Perbaikan,2,Risiko Tinggi,Compactor,Risiko Tinggi
23,7540,Baik,6,Risiko Sedang,Bulldozer,Risiko Tinggi
12,7600,Rusak,2,Risiko Rendah,Dump Truck,Risiko Tinggi
10,2713,Dalam Perbaikan,4,Risiko Sedang,Compactor,Risiko Sedang
2,4699,Dalam Perbaikan,2,Risiko Tinggi,Wheel Loader,Risiko Rendah
16,5645,Baik,7,Risiko Rendah,Bulldozer,Risiko Tinggi
5,4513,Baik,4,Risiko Rendah,Forklift,Risiko Rendah
7,6888,Baik,7,Risiko Sedang,Backhoe Loader,Risiko Tinggi
16,450,Dalam Perbaikan,10,Risiko Rendah,Lainnya,Risiko Tinggi
10,1819,Rusak,3,Risiko Rendah,Backhoe Loader,Risiko Sedang
9,6958,Rusak,10,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
10,3231,Baik,7,Risiko Sedang,Lainnya,Risiko Sedang
7,4190,Baik,10,Risiko Sedang,Forklift,Risiko Rendah
22,5865,Rusak,5,Risiko Sedang,Crane,Risiko Tinggi
26,2331,Rusak,5,Risiko Sedang,Wheel Loader,Risiko Tinggi
9,717,Baik,7,Risiko Tinggi,Forklift,Risiko Sedang
1,3624,Rusak,2,Risiko Tinggi,Forklift,Risiko Sedang
3,7343,Rusak,2,Risiko Tinggi,Lainnya,Risiko Tinggi
24,1176,Baik,4,Risiko Sedang,Dump Truck,Risiko Tinggi
16,541,Dalam Perbaikan,6,Risiko Rendah,Excavator,Risiko Tinggi
13,5233,Rusak,6,Risiko Rendah,Dump Truck,Risiko Tinggi
12,5818,Dalam Perbaikan,2,Risiko Rendah,Bulldozer,Risiko Tinggi
0,3127,Rusak,8,Risiko Sedang,Excavator,Risiko Sedang
0,6768,Rusak,9,Risiko Sedang,Wheel Loader,Risiko Tinggi
9,6060,Rusak,3,Risiko Rendah,Excavator,Risiko Tinggi
22,2151,Rusak,10,Risiko Tinggi,Wheel Loader,Risiko Tinggi
23,5356,Dalam Perbaikan,4,Risiko Sedang,Bulldozer,Risiko Tinggi
11,7428,Dalam Perbaikan,10,Risiko Rendah,Excavator,Risiko Tinggi
23,6264,Rusak,7,Risiko Rendah,Lainnya,Risiko Tinggi
3,2963,Dalam Perbaikan,7,Risiko Tinggi,Forklift,Risiko Rendah
18,5144,Dalam Perbaikan,7,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
15,4198,Dalam Perbaikan,9,Risiko Rendah,Compactor,Risiko Tinggi
21,4764,Baik,2,Risiko Sedang,Wheel Loader,Risiko Tinggi
4,1109,Rusak,2,Risiko Rendah,Compactor,Risiko Rendah
15,3436,Dalam Perbaikan,5,Risiko Rendah,Compactor,Risiko Tinggi
17,4338,Dalam Perbaikan,1,Risiko Tinggi,Motor Grader,Risiko Tinggi
2,5144,Baik,1,Risiko Tinggi,Bulldozer,Risiko Tinggi
9,2642,Rusak,10,Risiko Sedang,Compactor,Risiko Sedang
5,5717,Dalam Perbaikan,5,Risiko Rendah,Dump Truck,Risiko Tinggi
8,2880,Baik,0,Risiko Rendah,Dump Truck,Risiko Rendah
17,3055,Rusak,6,Risiko Sedang,Bulldozer,Risiko Tinggi
23,1784,Baik,8,Risiko Rendah,Motor Grader,Risiko Tinggi
1,7348,Dalam Perbaikan,9,Risiko Tinggi,Dump Truck,Risiko Tinggi
9,5837,Dalam Perbaikan,1,Risiko Sedang,Wheel Loader,Risiko Tinggi
24,954,Baik,0,Risiko Sedang,Crane,Risiko Tinggi
17,5661,Rusak,2,Risiko Sedang,Lainnya,Risiko Tinggi
10,6255,Rusak,2,Risiko Tinggi,Compactor,Risiko Tinggi
26,6098,Baik,3,Risiko Rendah,Bulldozer,Risiko Tinggi
4,1856,Rusak,2,Risiko Rendah,Bulldozer,Risiko Rendah
24,3480,Dalam Perbaikan,1,Risiko Rendah,Excavator,Risiko Tinggi
2,3967,Rusak,0,Risiko Rendah,Backhoe Loader,Risiko Rendah
25,6496,Dalam Perbaikan,8,Risiko Tinggi,Excavator,Risiko Tinggi
11,974,Rusak,0,Risiko Rendah,Compactor,Risiko Rendah
5,84,Baik,1,Risiko Tinggi,Motor Grader,Risiko Rendah
8,7382,Baik,2,Risiko Tinggi,Crane,Risiko Tinggi
26,743,Baik,4,Risiko Tinggi,Crane,Risiko Tinggi
15,1315,Dalam Perbaikan,9,Risiko Rendah,Dump Truck,Risiko Tinggi
8,559,Baik,9,Risiko Rendah,Dump Truck,Risiko Rendah
20,5863,Baik,4,Risiko Rendah,Dump Truck,Risiko Tinggi
26,7975,Dalam Perbaikan,1,Risiko Rendah,Dump Truck,Risiko Tinggi
4,3888,Rusak,9,Risiko Rendah,Wheel Loader,Risiko Sedang
5,7845,Baik,2,Risiko Sedang,Forklift,Risiko Tinggi
13,1755,Dalam Perbaikan,3,Risiko Sedang,Backhoe Loader,Risiko Tinggi
2,2574,Baik,7,Risiko Rendah,Dump Truck,Risiko Rendah
22,4061,Rusak,4,Risiko Tinggi,Excavator,Risiko Tinggi
24,2687,Rusak,1,Risiko Sedang,Compactor,Risiko Tinggi
12,4918,Dalam Perbaikan,4,Risiko Tinggi,Wheel Loader,Risiko Sedang
19,4537,Rusak,4,Risiko Sedang,Motor Grader,Risiko Tinggi
24,7329,Rusak,10,Risiko Sedang,Bulldozer,Risiko Tinggi
26,5522,Rusak,10,Risiko Rendah,Forklift,Risiko Tinggi
12,4281,Dalam Perbaikan,10,Risiko Rendah,Backhoe Loader,Risiko Sedang
22,3234,Rusak,9,Risiko Rendah,Bulldozer,Risiko Tinggi
24,2979,Baik,5,Risiko Rendah,Lainnya,Risiko Tinggi
14,1005,Baik,6,Risiko Tinggi,Wheel Loader,Risiko Tinggi
18,6265,Dalam Perbaikan,9,Risiko Tinggi,Compactor,Risiko Tinggi
2,6467,Dalam Perbaikan,6,Risiko Sedang,Wheel Loader,Risiko Tinggi
5,4941,Rusak,7,Risiko Tinggi,Compactor,Risiko Sedang
22,6291,Rusak,1,Risiko Rendah,Compactor,Risiko Tinggi
11,4073,Baik,10,Risiko Rendah,Excavator,Risiko Sedang
23,6044,Baik,1,Risiko Sedang,Excavator,Risiko Tinggi
21,3134,Dalam Perbaikan,10,Risiko Sedang,Bulldozer,Risiko Tinggi
17,5095,Dalam Perbaikan,1,Risiko Rendah,Dump Truck,Risiko Tinggi
2,4032,Rusak,3,Risiko Sedang,Wheel Loader,Risiko Sedang
11,4135,Rusak,8,Risiko Sedang,Dump Truck,Risiko Sedang
9,144,Baik,6,Risiko Rendah,Forklift,Risiko Rendah
12,2576,Rusak,7,Risiko Sedang,Excavator,Risiko Sedang
25,1448,Dalam Perbaikan,10,Risiko Sedang,Bulldozer,Risiko Tinggi
11,3528,Baik,4,Risiko Tinggi,Forklift,Risiko Sedang
11,6258,Baik,9,Risiko Tinggi,Wheel Loader,Risiko Tinggi
5,4536,Dalam Perbaikan,8,Risiko Tinggi,Wheel Loader,Risiko Sedang
11,4605,Baik,8,Risiko Rendah,Forklift,Risiko Sedang
18,4052,Dalam Perbaikan,6,Risiko Tinggi,Crane,Risiko Tinggi
2,2330,Rusak,0,Risiko Rendah,Lainnya,Risiko Rendah
25,1050,Rusak,5,Risiko Tinggi,Lainnya,Risiko Tinggi
26,6268,Dalam Perbaikan,5,Risiko Sedang,Backhoe Loader,Risiko Tinggi
13,2827,Rusak,6,Risiko Sedang,Excavator,Risiko Tinggi
5,2000,Baik,3,Risiko Tinggi,Compactor,Risiko Rendah
8,695,Dalam Perbaikan,1,Risiko Sedang,Backhoe Loader,Risiko Rendah
16,1390,Baik,8,Risiko Sedang,Excavator,Risiko Tinggi
12,5388,Rusak,9,Risiko Tinggi,Forklift,Risiko Tinggi
18,167,Dalam Perbaikan,7,Risiko Tinggi,Excavator,Risiko Tinggi
16,3094,Dalam Perbaikan,6,Risiko Sedang,Lainnya,Risiko Tinggi
23,6621,Rusak,1,Risiko Tinggi,Motor Grader,Risiko Tinggi
16,4069,Dalam Perbaikan,10,Risiko Sedang,Bulldozer,Risiko Tinggi
7,2453,Rusak,6,Risiko Rendah,Wheel Loader,Risiko Rendah
6,6941,Baik,8,Risiko Rendah,Compactor,Risiko Tinggi
18,389,Rusak,9,Risiko Sedang,Motor Grader,Risiko Tinggi
7,6085,Baik,9,Risiko Rendah,Lainnya,Risiko Tinggi
16,2239,Baik,9,Risiko Tinggi,Wheel Loader,Risiko Tinggi
13,1718,Rusak,1,Risiko Tinggi,Compactor,Risiko Tinggi
10,6587,Rusak,6,Risiko Tinggi,Dump Truck,Risiko Tinggi
16,1639,Rusak,6,Risiko Sedang,Lainnya,Risiko Tinggi
10,3712,Dalam Perbaikan,8,Risiko Rendah,Excavator,Risiko Sedang
6,5761,Dalam Perbaikan,2,Risiko Tinggi,Wheel Loader,Risiko Tinggi
20,5413,Dalam Perbaikan,7,Risiko Sedang,Dump Truck,Risiko Tinggi
1,5033,Rusak,9,Risiko Tinggi,Excavator,Risiko Tinggi
10,1643,Rusak,7,Risiko Rendah,Motor Grader,Risiko Sedang
22,6114,Dalam Perbaikan,4,Risiko Sedang,Forklift,Risiko Tinggi
16,7046,Baik,10,Risiko Rendah,Forklift,Risiko Tinggi
18,6747,Rusak,10,Risiko Rendah,Compactor,Risiko Tinggi
5,4925,Baik,6,Risiko Rendah,Backhoe Loader,Risiko Rendah
22,1572,Baik,3,Risiko Sedang,Wheel Loader,Risiko Tinggi
11,4586,Rusak,6,Risiko Tinggi,Excavator,Risiko Sedang
20,1305,Rusak,2,Risiko Rendah,Compactor,Risiko Tinggi
1,6582,Rusak,10,Risiko Tinggi,Bulldozer,Risiko Tinggi
6,6983,Baik,7,Risiko Rendah,Excavator,Risiko Tinggi
24,2571,Dalam Perbaikan,4,Risiko Rendah,Forklift,Risiko Tinggi
15,5502,Dalam Perbaikan,1,Risiko Sedang,Bulldozer,Risiko Tinggi
19,916,Dalam Perbaikan,8,Risiko Rendah,Dump Truck,Risiko Tinggi
5,6791,Dalam Perbaikan,8,Risiko Sedang,Wheel Loader,Risiko Tinggi
24,1950,Dalam Perbaikan,1,Risiko Sedang,Crane,Risiko Tinggi
0,4786,Dalam Perbaikan,6,Risiko Tinggi,Motor Grader,Risiko Sedang
13,1785,Baik,1,Risiko Rendah,Motor Grader,Risiko Tinggi
18,3600,Rusak,4,Risiko Tinggi,Excavator,Risiko Tinggi
11,4370,Rusak,1,Risiko Sedang,Dump Truck,Risiko Sedang
13,3890,Dalam Perbaikan,3,Risiko Sedang,Bulldozer,Risiko Tinggi
15,3893,Dalam Perbaikan,5,Risiko Sedang,Excavator,Risiko Tinggi
6,7920,Dalam Perbaikan,0,Risiko Tinggi,Excavator,Risiko Tinggi
4,7515,Dalam Perbaikan,3,Risiko Sedang,Dump Truck,Risiko Tinggi
14,2533,Dalam Perbaikan,5,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
9,7102,Baik,7,Risiko Sedang,Excavator,Risiko Tinggi
14,7598,Rusak,4,Risiko Rendah,Motor Grader,Risiko Tinggi
17,1723,Baik,7,Risiko Tinggi,Crane,Risiko Tinggi
1,6281,Dalam Perbaikan,6,Risiko Rendah,Compactor,Risiko Tinggi
24,6743,Rusak,7,Risiko Tinggi,Forklift,Risiko Tinggi
0,2725,Dalam Perbaikan,6,Risiko Rendah,Bulldozer,Risiko Rendah
4,2137,Dalam Perbaikan,1,Risiko Sedang,Forklift,Risiko Rendah
7,5973,Dalam Perbaikan,5,Risiko Sedang,Excavator,Risiko Tinggi
2,426,Dalam Perbaikan,10,Risiko Rendah,Wheel Loader,Risiko Rendah
1,5251,Baik,0,Risiko Sedang,Motor Grader,Risiko Tinggi
6,2503,Rusak,9,Risiko Rendah,Backhoe Loader,Risiko Rendah
21,2044,Dalam Perbaikan,10,Risiko Rendah,Lainnya,Risiko Tinggi
5,3361,Rusak,7,Risiko Sedang,Bulldozer,Risiko Sedang
18,1421,Dalam Perbaikan,9,Risiko Sedang,Compactor,Risiko Tinggi
20,691,Rusak,5,Risiko Rendah,Forklift,Risiko Tinggi
14,7739,Dalam Perbaikan,3,Risiko Rendah,Excavator,Risiko Tinggi
9,5301,Dalam Perbaikan,10,Risiko Rendah,Backhoe Loader,Risiko Tinggi
12,1624,Rusak,2,Risiko Rendah,Forklift,Risiko Rendah
7,3513,Dalam Perbaikan,4,Risiko Rendah,Backhoe Loader,Risiko Rendah
15,1393,Dalam Perbaikan,1,Risiko Rendah,Dump Truck,Risiko Tinggi
13,6335,Rusak,10,Risiko Sedang,Backhoe Loader,Risiko Tinggi
19,5845,Baik,3,Risiko Sedang,Compactor,Risiko Tinggi
3,4048,Rusak,2,Risiko Sedang,Motor Grader,Risiko Sedang
7,1765,Rusak,10,Risiko Rendah,Forklift,Risiko Rendah
21,3346,Baik,0,Risiko Sedang,Compactor,Risiko Tinggi
19,5060,Rusak,3,Risiko Sedang,Lainnya,Risiko Tinggi
5,5302,Rusak,1,Risiko Rendah,Wheel Loader,Risiko Tinggi
22,7138,Rusak,6,Risiko Tinggi,Motor Grader,Risiko Tinggi
4,3141,Dalam Perbaikan,6,Risiko Tinggi,Lainnya,Risiko Sedang
18,598,Baik,8,Risiko Rendah,Excavator,Risiko Tinggi
16,7627,Baik,7,Risiko Sedang,Lainnya,Risiko Tinggi
5,7923,Dalam Perbaikan,0,Risiko Rendah,Compactor,Risiko Tinggi
10,5076,Rusak,4,Risiko Sedang,Crane,Risiko Tinggi
22,7930,Dalam Perbaikan,0,Risiko Tinggi,Bulldozer,Risiko Tinggi
18,1391,Dalam Perbaikan,7,Risiko Sedang,Wheel Loader,Risiko Tinggi
22,734,Rusak,8,Risiko Sedang,Bulldozer,Risiko Tinggi
18,957,Rusak,0,Risiko Rendah,Wheel Loader,Risiko Tinggi
0,2301,Dalam Perbaikan,5,Risiko Sedang,Compactor,Risiko Rendah
18,5021,Rusak,8,Risiko Sedang,Forklift,Risiko Tinggi
21,2584,Dalam Perbaikan,7,Risiko Rendah,Dump Truck,Risiko Tinggi
5,5215,Rusak,0,Risiko Rendah,Bulldozer,Risiko Tinggi
25,1883,Baik,0,Risiko Sedang,Compactor,Risiko Tinggi
21,5783,Rusak,6,Risiko Rendah,Wheel Loader,Risiko Tinggi
25,3616,Rusak,8,Risiko Sedang,Wheel Loader,Risiko Tinggi
11,921,Dalam Perbaikan,2,Risiko Rendah,Crane,Risiko Rendah
24,1668,Rusak,2,Risiko Rendah,Dump Truck,Risiko Tinggi
0,2234,Dalam Perbaikan,10,Risiko Tinggi,Motor Grader,Risiko Rendah
8,7959,Baik,8,Risiko Tinggi,Bulldozer,Risiko Tinggi
13,7540,Baik,3,Risiko Sedang,Backhoe Loader,Risiko Tinggi
16,212,Rusak,10,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
14,3060,Dalam Perbaikan,1,Risiko Sedang,Bulldozer,Risiko Tinggi
26,664,Rusak,10,Risiko Sedang,Wheel Loader,Risiko Tinggi
6,7825,Rusak,9,Risiko Tinggi,Excavator,Risiko Tinggi
16,7944,Baik,10,Risiko Tinggi,Wheel Loader,Risiko Tinggi
16,7761,Dalam Perbaikan,9,Risiko Rendah,Motor Grader,Risiko Tinggi
25,6566,Dalam Perbaikan,4,Risiko Sedang,Excavator,Risiko Tinggi
3,579,Dalam Perbaikan,9,Risiko Sedang,Backhoe Loader,Risiko Rendah
14,2090,Baik,3,Risiko Sedang,Backhoe Loader,Risiko Tinggi
26,6982,Baik,2,Risiko Sedang,Forklift,Risiko Tinggi
17,5301,Dalam Perbaikan,2,Risiko Rendah,Compactor,Risiko Tinggi
11,6562,Rusak,4,Risiko Tinggi,Lainnya,Risiko Tinggi
22,2941,Dalam Perbaikan,1,Risiko Sedang,Dump Truck,Risiko Tinggi
20,4010,Rusak,6,Risiko Sedang,Compactor,Risiko Tinggi
8,4917,Rusak,1,Risiko Sedang,Crane,Risiko Sedang
7,1526,Rusak,10,Risiko Sedang,Backhoe Loader,Risiko Sedang
25,4205,Rusak,7,Risiko Tinggi,Motor Grader,Risiko Tinggi
6,5621,Dalam Perbaikan,2,Risiko Sedang,Dump Truck,Risiko Tinggi
6,5302,Dalam Perbaikan,1,Risiko Sedang,Wheel Loader,Risiko Tinggi
13,648,Rusak,4,Risiko Rendah,Bulldozer,Risiko Tinggi
5,7396,Rusak,3,Risiko Tinggi,Forklift,Risiko Tinggi
17,4657,Baik,8,Risiko Rendah,Excavator,Risiko Tinggi
10,881,Dalam Perbaikan,6,Risiko Sedang,Backhoe Loader,Risiko Sedang
12,5413,Dalam Perbaikan,9,Risiko Sedang,Crane,Risiko Tinggi
18,4796,Baik,8,Risiko Rendah,Backhoe Loader,Risiko Tinggi
3,5419,Rusak,2,Risiko Rendah,Forklift,Risiko Tinggi
25,682,Rusak,4,Risiko Sedang,Lainnya,Risiko Tinggi
3,3727,Dalam Perbaikan,7,Risiko Tinggi,Compactor,Risiko Sedang
16,7919,Baik,3,Risiko Rendah,Backhoe Loader,Risiko Tinggi
3,4948,Rusak,10,Risiko Rendah,Forklift,Risiko Sedang
9,146,Baik,6,Risiko Rendah,Excavator,Risiko Rendah
21,5372,Rusak,7,Risiko Tinggi,Forklift,Risiko Tinggi
5,7911,Dalam Perbaikan,9,Risiko Tinggi,Wheel Loader,Risiko Tinggi
17,5066,Dalam Perbaikan,5,Risiko Tinggi,Forklift,Risiko Tinggi
1,2479,Baik,2,Risiko Rendah,Excavator,Risiko Rendah
20,916,Baik,3,Risiko Rendah,Motor Grader,Risiko Tinggi
11,5313,Baik,10,Risiko Rendah,Forklift,Risiko Tinggi
0,5128,Dalam Perbaikan,3,Risiko Rendah,Compactor,Risiko Tinggi
2,3796,Baik,7,Risiko Sedang,Excavator,Risiko Rendah
23,1360,Baik,7,Risiko Sedang,Wheel Loader,Risiko Tinggi
26,7043,Rusak,9,Risiko Rendah,Motor Grader,Risiko Tinggi
17,4664,Rusak,0,Risiko Sedang,Excavator,Risiko Tinggi
23,5164,Dalam Perbaikan,6,Risiko Sedang,Wheel Loader,Risiko Tinggi
3,4740,Dalam Perbaikan,8,Risiko Sedang,Excavator,Risiko Sedang
11,3274,Rusak,8,Risiko Tinggi,Lainnya,Risiko Sedang
5,7414,Rusak,3,Risiko Tinggi,Excavator,Risiko Tinggi
10,155,Rusak,9,Risiko Sedang,Dump Truck,Risiko Sedang
24,2194,Dalam Perbaikan,6,Risiko Sedang,Backhoe Loader,Risiko Tinggi
11,5101,Dalam Perbaikan,5,Risiko Sedang,Forklift,Risiko Tinggi
26,1321,Rusak,3,Risiko Sedang,Crane,Risiko Tinggi
12,1901,Dalam Perbaikan,3,Risiko Tinggi,Crane,Risiko Sedang
7,6991,Dalam Perbaikan,10,Risiko Sedang,Bulldozer,Risiko Tinggi
17,5922,Dalam Perbaikan,6,Risiko Sedang,Crane,Risiko Tinggi
1,3869,Baik,9,Risiko Rendah,Compactor,Risiko Rendah
4,6137,Baik,10,Risiko Sedang,Bulldozer,Risiko Tinggi
21,1634,Baik,9,Risiko Sedang,Backhoe Loader,Risiko Tinggi
1,3407,Rusak,4,Risiko Rendah,Motor Grader,Risiko Sedang
9,385,Baik,5,Risiko Sedang,Crane,Risiko Rendah
5,1299,Baik,8,Risiko Rendah,Backhoe Loader,Risiko Rendah
16,3527,Baik,9,Risiko Rendah,Backhoe Loader,Risiko Tinggi
9,1835,Rusak,4,Risiko Sedang,Crane,Risiko Sedang
2,382,Dalam Perbaikan,4,Risiko Rendah,Dump Truck,Risiko Rendah
7,5484,Baik,0,Risiko Sedang,Wheel Loader,Risiko Tinggi
0,6191,Baik,1,Risiko Tinggi,Lainnya,Risiko Tinggi
1,7031,Baik,8,Risiko Rendah,Dump Truck,Risiko Tinggi
23,1368,Dalam Perbaikan,1,Risiko Rendah,Crane,Risiko Tinggi
21,5966,Rusak,7,Risiko Tinggi,Wheel Loader,Risiko Tinggi
3,7131,Baik,2,Risiko Tinggi,Crane,Risiko Tinggi
16,6710,Baik,1,Risiko Rendah,Wheel Loader,Risiko Tinggi
13,6301,Baik,3,Risiko Sedang,Crane,Risiko Tinggi
17,4137,Baik,1,Risiko Sedang,Crane,Risiko Tinggi
4,6183,Rusak,5,Risiko Tinggi,Motor Grader,Risiko Tinggi
22,6170,Dalam Perbaikan,6,Risiko Rendah,Bulldozer,Risiko Tinggi
1,3512,Rusak,6,Risiko Sedang,Dump Truck,Risiko Sedang
1,5588,Rusak,0,Risiko Sedang,Bulldozer,Risiko Tinggi
2,81,Dalam Perbaikan,8,Risiko Rendah,Backhoe Loader,Risiko Rendah
16,2578,Rusak,2,Risiko Sedang,Excavator,Risiko Tinggi
14,6219,Baik,10,Risiko Tinggi,Bulldozer,Risiko Tinggi
8,473,Dalam Perbaikan,10,Risiko Tinggi,Compactor,Risiko Sedang
13,3293,Dalam Perbaikan,8,Risiko Sedang,Crane,Risiko Tinggi
15,64,Rusak,8,Risiko Tinggi,Bulldozer,Risiko Tinggi
4,3309,Rusak,10,Risiko Rendah,Dump Truck,Risiko Sedang
7,6458,Dalam Perbaikan,10,Risiko Sedang,Crane,Risiko Tinggi
1,6402,Dalam Perbaikan,6,Risiko Rendah,Compactor,Risiko Tinggi
24,302,Dalam Perbaikan,5,Risiko Sedang,Bulldozer,Risiko Tinggi
10,4430,Rusak,3,Risiko Rendah,Dump Truck,Risiko Sedang
9,2557,Dalam Perbaikan,5,Risiko Tinggi,Bulldozer,Risiko Sedang
26,228,Dalam Perbaikan,9,Risiko Sedang,Motor Grader,Risiko Tinggi
0,6341,Rusak,6,Risiko Tinggi,Backhoe Loader,Risiko Tinggi
3,491,Rusak,4,Risiko Tinggi,Dump Truck,Risiko Sedang
15,1014,Baik,10,Risiko Rendah,Wheel Loader,Risiko Tinggi
17,4689,Dalam Perbaikan,0,Risiko Sedang,Crane,Risiko Tinggi
19,6597,Dalam Perbaikan,9,Risiko Tinggi,Dump Truck,Risiko Tinggi
7,1915,Rusak,4,Risiko Sedang,Lainnya,Risiko Rendah
5,1146,Dalam Perbaikan,6,Risiko Tinggi,Motor Grader,Risiko Rendah
23,2685,Dalam Perbaikan,9,Risiko Rendah,Crane,Risiko Tinggi
